Company,recom,pros,cons,sector
PwC,0,- lots of different people - different industries to explore - room to grow If you network right,- funnelled into compliance work - work culture glorifies overtime - too much work for too little employees - not enough file Mentorship especially in the US Tax group where No guidance is offered and managers still expect you to Do everything perfectly,Consulting
PwC,1,"Good culture, young people, fun events",No work life balance with long hours,Consulting
PwC,1,"Bright, smart co-workers and partners",Way too much travel and unrealistic performance metrics,Consulting
PwC,NA,salary and evolution paths are pretty clear,"lot of travelling, partners sometimes disconnected from reality",Consulting
PwC,1,"invest in people, varied experiences, flexible","hard and time consuming to navigate resources, benefits, expenses, on boarding",Consulting
PwC,1,- Great work culture and team environment. - Extensive training in US and Canadian tax. - management is Helpful and not intimidating.,"- super long hours during the Busy season, but this is to be expected at any firm.",Consulting
PwC,1,"Great people to work with, not afraid to give responsibility","High turnover, understaffed for most mandates",Consulting
PwC,NA,Pwc really tries to show their good office culture which they do very well,Didn’t really get too much responsibility,Consulting
PwC,1,Loved the workplace culture at PwC Toronto and huge on mentor ship,Hours can be very long if you’re in audit but what else is new? Consulting and deals practice is growing though!,Consulting
PwC,NA,,"tantly learning new things, depending on clients - lots of travel.ConsLong hours during busy season, stressful",Consulting
PwC,1,Fast paced work environment. People are incredible friendly and invested in your personal development.  A lot of learning opportunities.,The work is demanding in terms of hours so you will work long hours and on the weekends during busy season. you don't get compensated for the extra hours put in since they are the expectations in the Big4.,Consulting
PwC,0,Good location and nice co-workers,not a good management team and some bossy managers.,Consulting
PwC,1,Good pay in my opinon,Work Life Balance is not the best,Consulting
PwC,1,Good exposure Good clients Support system Easy to navigate,Slow growth  Mediocre salary as compared to Deloitte,Consulting
PwC,0,"fast advancement, learning opportunities, good benefits, support with CFE process","no work-life balance, unhappy coworkers, unrealistic expectations from managers , extremely high turnover",Consulting
